n,l,m,a,w_r,w_i,A_r,A_i
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000069e-02,2.667430207743984871e-01,-2.895555251257857066e+00,4.000680363830745989e+00,1.264206725298132241e-04
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000255e-02,2.670264924336201440e-01,-2.895238427327591069e+00,4.001489853337559133e+00,2.771528231791043815e-04
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000611e-02,2.672762112763927833e-01,-2.894958918167945150e+00,4.002203221909820918e+00,4.102732420633040870e-04
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.850000000000001144e-02,2.677415902638874412e-01,-2.894436995843849836e+00,4.003533323612454176e+00,6.591980959012696184e-04
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.250000000000001499e-02,2.681121555477316565e-01,-2.894020449386319083e+00,4.004593050363962625e+00,8.581909973244357046e-04
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.850000000000002032e-02,2.687580208826986783e-01,-2.893292404641932158e+00,4.006441362129111283e+00,1.206679888389481335e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.250000000000002387e-02,2.692483043661321185e-01,-2.892738001249170132e+00,4.007845529875168289e+00,1.472632065944809270e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.850000000000002920e-02,2.700726966516535654e-01,-2.891802396353441829e+00,4.010208700725605979e+00,1.922568276645930489e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.250000000000003275e-02,2.706812169574329685e-01,-2.891109037023488426e+00,4.011954757616049250e+00,2.256900100011522553e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.850000000000003808e-02,2.716816563357772329e-01,-2.889964009755743302e+00,4.014828480877857153e+00,2.810653938728945901e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.250000000000004163e-02,2.724065909080209402e-01,-2.889130308191241614e+00,4.016913235137741012e+00,3.215100567174634331e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.850000000000004696e-02,2.735800947663045157e-01,-2.887773556022761312e+00,4.020292239458299832e+00,3.875498016109731395e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.250000000000005052e-02,2.744192935409394685e-01,-2.886797825038470933e+00,4.022711852632424367e+00,4.352086457706550414e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.850000000000005584e-02,2.757624007578402536e-01,-2.885226584836795283e+00,4.026589890686276263e+00,5.122371837820347516e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.450000000000006117e-02,2.772054157891374326e-01,-2.883525125456718907e+00,4.030763939188703127e+00,5.960305311403409946e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.850000000000006473e-02,2.782221898287174922e-01,-2.882317848347824896e+00,4.033709704042106381e+00,6.557187045287678900e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.450000000000007006e-02,2.798283225594081491e-01,-2.880396460689585325e+00,4.038370725114972082e+00,7.510960085540946407e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.850000000000007361e-02,2.809523399899576113e-01,-2.879041252229018966e+00,4.041638277594915785e+00,8.186416822319211167e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.045000000000000789e-01,2.827169731782683271e-01,-2.876895850229268525e+00,4.046777414836439490e+00,9.260146852315000177e-03
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.085000000000000825e-01,2.839450166946005938e-01,-2.875389799153557746e+00,4.050360506291153406e+00,1.001700850174993065e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.145000000000000878e-01,2.858631161774985996e-01,-2.873015724795235482e+00,4.055967863904515802e+00,1.121505207328990159e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.185000000000000914e-01,2.871916921771437980e-01,-2.871355523497726381e+00,4.059859544598348080e+00,1.205628793148971409e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.245000000000000967e-01,2.892578123745432883e-01,-2.868747500427276442e+00,4.065924161887183530e+00,1.338317935894971569e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.285000000000000864e-01,2.906831523700877939e-01,-2.866929412793755017e+00,4.070116762652645548e+00,1.431185550882223267e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.345000000000000917e-01,2.928914322074112619e-01,-2.864081493777320020e+00,4.076626584255174102e+00,1.577224030434943094e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.385000000000000953e-01,2.944094871910234446e-01,-2.862101317136271472e+00,4.081111695068687872e+00,1.679147343833047035e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.445000000000001006e-01,2.967536353204807131e-01,-2.859006823371400774e+00,4.088053536301755386e+00,1.839003613176921209e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.485000000000001041e-01,2.983600614930650430e-01,-2.856859844755391453e+00,4.092821981368372164e+00,1.950294338590352616e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.545000000000001095e-01,3.008333279683561012e-01,-2.853511295711489204e+00,4.100181487962053062e+00,2.124432895980081157e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.585000000000001130e-01,3.025234623939757617e-01,-2.851192241608729194e+00,4.105223296802327226e+00,2.245397313512277615e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.645000000000001183e-01,3.051185935568078711e-01,-2.847581274237261706e+00,4.112984898207361795e+00,2.434270090460387975e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.705000000000001237e-01,3.077831284362717024e-01,-2.843808439692854240e+00,4.120979756633125213e+00,2.632191561858349127e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.745000000000001272e-01,3.095965910954693867e-01,-2.841201528997267189e+00,4.126436127504694795e+00,2.769239848900801465e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.805000000000001326e-01,3.123701658552275884e-01,-2.837150823129235278e+00,4.134805499962608266e+00,2.982568291538028465e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.845000000000001361e-01,3.142534151317658009e-01,-2.834355064160201554e+00,4.140505336595446728e+00,3.130015891921718307e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.905000000000001414e-01,3.171271000982207044e-01,-2.830015360704054128e+00,4.149230215757026663e+00,3.359123030175904800e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.945000000000001450e-01,3.190739089806674533e-01,-2.827022920117315596e+00,4.155160369612669768e+00,3.517201363261974328e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.005000000000001503e-01,3.220379109929004113e-01,-2.822381807552943656e+00,4.164220294731669547e+00,3.762405980265368100e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.045000000000001539e-01,3.240414211649852438e-01,-2.819183946251230477e+00,4.170366619280223119e+00,3.931306309551184375e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.105000000000001592e-01,3.270849047086469841e-01,-2.814227575504269829e+00,4.179739585671665481e+00,4.192859034543396091e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.145000000000001628e-01,3.291374916790761884e-01,-2.810814539828211611e+00,4.186086871668649678e+00,4.372721493702498574e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.205000000000001681e-01,3.322483499079042502e-01,-2.805527449052497957e+00,4.195749226578965541e+00,4.650786911030742321e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.245000000000001716e-01,3.343414505599931474e-01,-2.801888345443171335e+00,4.202281127669699856e+00,4.841687504191589941e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.305000000000001770e-01,3.375060130857148732e-01,-2.796253258247286322e+00,4.212207450722635471e+00,5.136322811252282128e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.345000000000001805e-01,3.396299056557319229e-01,-2.792375908915908145e+00,4.218906398136454960e+00,5.338257797011079775e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.405000000000001859e-01,3.428325651773027616e-01,-2.786373501736903791e+00,4.229069364413062360e+00,5.649386983144923102e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.445000000000001894e-01,3.449760877867814601e-01,-2.782244278108229274e+00,4.235916469406468821e+00,5.862253851572492291e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.505000000000001670e-01,3.481988215336371262e-01,-2.775852912045286836e+00,4.246286693209582630e+00,6.189636027611690461e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.565000000000001723e-01,3.514237181686029610e-01,-2.769216706034353770e+00,4.256766243298240049e+00,6.526571323317298390e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.605000000000001759e-01,3.535707625151149336e-01,-2.764651955032695341e+00,4.263807493597028930e+00,6.756400021074149276e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.665000000000001812e-01,3.567802638635144685e-01,-2.757586564508290206e+00,4.274442546841313195e+00,7.108757890106462418e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.705000000000001847e-01,3.589082612609946210e-01,-2.752726254963612007e+00,4.281575827927965427e+00,7.348603445163415238e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.765000000000001901e-01,3.620746858483321340e-01,-2.745202461193309684e+00,4.292330755466000625e+00,7.715503062370694665e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.805000000000001936e-01,3.641634141494368704e-01,-2.740025938693662066e+00,4.299531402526340251e+00,7.964664344114924521e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.865000000000001990e-01,3.672533928347224141e-01,-2.732010874948781698e+00,4.310367774147509046e+00,8.344860688944603921e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.905000000000002025e-01,3.692783221046233022e-01,-2.726494896804600554e+00,4.317609173007385337e+00,8.602363790280696809e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.965000000000002078e-01,3.722511143791126242e-01,-2.717951568221823599e+00,4.328485509239207829e+00,8.994150514111814987e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.005000000000002114e-01,3.741820991287615472e-01,-2.712069970807082786e+00,4.335738929245985140e+00,9.258674219106195757e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.065000000000002167e-01,3.769872930504293285e-01,-2.702956743261588191e+00,4.346610453434179178e+00,9.659754171961128233e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.105000000000002203e-01,3.787867694342990643e-01,-2.696680099446537415e+00,4.353844888703362059e+00,9.929529698901186363e-02
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.165000000000002256e-01,3.813610790293095465e-01,-2.686950199583716614e+00,4.364663310242438143e+00,1.033683903903358653e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.205000000000002292e-01,3.829815280838969049e-01,-2.680245509142539451e+00,4.371845358997240361e+00,1.060951243066162175e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.265000000000002345e-01,3.852442335002968510e-01,-2.669846632776559314e+00,4.382558751720871726e+00,1.101897643920158043e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.305000000000002380e-01,3.866245245036346589e-01,-2.662677142160096988e+00,4.389652594484490855e+00,1.129141523375936096e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.365000000000002434e-01,3.884708081443036809e-01,-2.651551388304445922e+00,4.400205501636354377e+00,1.169760068738745773e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.425000000000002487e-01,3.900032875425127887e-01,-2.639959621829209624e+00,4.410634230564034475e+00,1.209846196253158701e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.465000000000002522e-01,3.908216785623263578e-01,-2.631961368912159038e+00,4.417507144479915659e+00,1.236122017728631117e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.525000000000002576e-01,3.916928209747645995e-01,-2.619540954004204725e+00,4.427681205833351896e+00,1.274591714590175562e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.565000000000002611e-01,3.920005181963882035e-01,-2.610968684966476605e+00,4.434364523979829720e+00,1.299422639362565191e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.625000000000002665e-01,3.919801878151595309e-01,-2.597656336194492877e+00,4.444225328943417708e+00,1.335067975171837784e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.665000000000002700e-01,3.915948205463954945e-01,-2.588470841112846088e+00,4.450681700294078169e+00,1.357501895203880871e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.725000000000002753e-01,3.903538131078534978e-01,-2.574217392224594114e+00,4.460178570650957575e+00,1.388617858204737598e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.765000000000002789e-01,3.890092346511797028e-01,-2.564397190556821027e+00,4.466380320350648248e+00,1.407289897688146774e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.825000000000002842e-01,3.860557547483595142e-01,-2.549201182732163673e+00,4.475487946762433111e+00,1.431385906496142058e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.865000000000002878e-01,3.833440536951098210e-01,-2.538779314860332370e+00,4.481435722056282600e+00,1.444259617410033336e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.925000000000002931e-01,3.779013807629675870e-01,-2.522781944170067181e+00,4.490201097956699527e+00,1.457524198039090724e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.965000000000002967e-01,3.731573128838122089e-01,-2.511956357058011680e+00,4.495977245071806294e+00,1.461396411429510267e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.025000000000003020e-01,3.639138153047389301e-01,-2.495752244153972121e+00,4.504666579928272796e+00,1.457655637283906402e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.065000000000003055e-01,3.559806762268380997e-01,-2.485286059493668986e+00,4.510620584273987710e+00,1.447218208501180881e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.125000000000003109e-01,3.406648501313234156e-01,-2.471224650993548266e+00,4.520308952284342929e+00,1.416398081669664466e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.165000000000003144e-01,3.278075825758803852e-01,-2.464398680972101463e+00,4.527922868754294505e+00,1.384373640068929656e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.225000000000003197e-01,3.066691511733884989e-01,-2.463371233444083597e+00,4.543392536202748744e+00,1.329606102294156322e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.285000000000003251e-01,2.989302935531931715e-01,-2.472845148623175060e+00,4.563079764737449473e+00,1.335032515637521178e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.325000000000003286e-01,3.016754769198234376e-01,-2.472568591156292683e+00,4.573065073323386187e+00,1.370737401572453551e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.385000000000003340e-01,3.020602717210556509e-01,-2.461586407594328563e+00,4.583437331595296982e+00,1.402778494678289245e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.425000000000003375e-01,2.963945713479697597e-01,-2.451782739349965823e+00,4.589440404234439441e+00,1.395071333346397657e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.485000000000003428e-01,2.777759436348978261e-01,-2.444322596400755554e+00,4.602311601523408235e+00,1.336888320260178620e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.525000000000003464e-01,2.705221649560544117e-01,-2.451604684400725098e+00,4.616660973918224720e+00,1.326872411279592656e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.585000000000003517e-01,2.745483240194699914e-01,-2.446617874715049545e+00,4.629861212827369066e+00,1.377493930448177584e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.625000000000003553e-01,2.660870747108737833e-01,-2.438132281848571115e+00,4.636591129094683517e+00,1.352571916416010489e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.683761443997277452e-01,2.598589449731912304e-01,-2.442545217061351526e+00,4.654889183146861953e+00,1.354012724764195319e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.721912505115520853e-01,2.555781885395903563e-01,-2.434810295963583560e+00,4.661319209547254871e+00,1.348103132152081440e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.778070754199892911e-01,2.507177951552058137e-01,-2.433794940508496207e+00,4.676235729851900835e+00,1.350980251397384535e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.813910295947741447e-01,2.462026827225663184e-01,-2.433693960449554439e+00,4.686188262624806811e+00,1.344858896456259389e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.871050528241017696e-01,2.399504484733276932e-01,-2.430200574791223644e+00,4.700275695938957554e+00,1.337659720422051945e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.911050528241017732e-01,2.365663363376584449e-01,-2.428259977282145154e+00,4.710423401148155165e+00,1.337723269239180224e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.971050528241017785e-01,2.311546843129093920e-01,-2.425437179218603578e+00,4.725794552842002005e+00,1.335042534129494141e-01
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.856446707251582506e-01,-3.407682343622163934e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-03,1.857067816168492813e-01,-3.407624258093275404e+00,4.000151607858137837e+00,1.657357211112842562e-05
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000110e-02,1.859450748801511066e-01,-3.407401231343137216e+00,4.000733658498610623e+00,8.030897928008566967e-05
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000122e-02,1.863612795160001778e-01,-3.407011016118269620e+00,4.001751775637542252e+00,1.921996459362769537e-04
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.300000000000000655e-02,1.869540839766014872e-01,-3.406453741480501396e+00,4.003205188506068879e+00,3.528206582938518297e-04
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.900000000000001188e-02,1.877216390082115383e-01,-3.405729582402220679e+00,4.005092797573178487e+00,5.629857260267386249e-04
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.300000000000001543e-02,1.883292797393214812e-01,-3.405154199288609629e+00,4.006591732585985000e+00,7.311267328189527837e-04
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.900000000000002076e-02,1.893825970640229672e-01,-3.404152381500908486e+00,4.009199670804138194e+00,1.026295077023353392e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.500000000000002609e-02,1.906033122347777775e-01,-3.402984289699283238e+00,4.012237278963158182e+00,1.374275926185289376e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.100000000000003142e-02,1.919878591558644709e-01,-3.401650167695698723e+00,4.015702268030784339e+00,1.776673499709013632e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.700000000000003675e-02,1.935322930160970623e-01,-3.400150242355055585e+00,4.019592029974109693e+00,2.235276696237241054e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.300000000000004208e-02,1.952323335316479558e-01,-3.398484705682559337e+00,4.023903640221848654e+00,2.752043278239957574e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.700000000000004563e-02,1.964498949833519970e-01,-3.397282412730854961e+00,4.027010820703868177e+00,3.129903510342346793e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.300000000000005096e-02,1.983989959629378907e-01,-3.395341129504663158e+00,4.032018160081477731e+00,3.748365001983372698e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.900000000000005629e-02,2.004909816936897016e-01,-3.393234432444436788e+00,4.037438018663652706e+00,4.430906928821668096e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.500000000000006162e-02,2.027207118329003577e-01,-3.390962222738893139e+00,4.043266329583559582e+00,5.179958821017334111e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.100000000000006695e-02,2.050829056236951609e-01,-3.388524278123284272e+00,4.049498717990202223e+00,5.998037059128654563e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.700000000000007228e-02,2.075721764920604173e-01,-3.385920235221059116e+00,4.056130501697314372e+00,6.887726829569798537e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.010000000000000758e-01,2.092995937332090828e-01,-3.384091679278612208e+00,4.060771125845394458e+00,7.521937735922329393e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.070000000000000812e-01,2.119884961335899154e-01,-3.381209561392843455e+00,4.068057328749976165e+00,8.536855106575258478e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000865e-01,2.147898100960084766e-01,-3.378159558057831191e+00,4.075728937076950942e+00,9.630478596512323519e-03
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000918e-01,2.176979867206858821e-01,-3.374940645744044510e+00,4.083780137274409583e+00,1.080549398440425538e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000833e-01,2.207074755163112023e-01,-3.371551584625929188e+00,4.092204802905386352e+00,1.206457411922933279e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.310000000000000886e-01,2.238127355622147041e-01,-3.367990905091968301e+00,4.100996491389400589e+00,1.341036207982197054e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.350000000000000921e-01,2.259333835031789028e-01,-3.365520940324105315e+00,4.107058192343405523e+00,1.435700958795565682e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000975e-01,2.291859806000645372e-01,-3.361670299670673323e+00,4.116446396998926893e+00,1.585304935308010782e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.470000000000001028e-01,2.325196310012204726e-01,-3.357642897285075811e+00,4.126182865217462137e+00,1.744257050051011004e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.530000000000001081e-01,2.359288315169353056e-01,-3.353436308140962829e+00,4.136259954088719049e+00,1.912796163514017544e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.590000000000001135e-01,2.394080703549081590e-01,-3.349047815485713286e+00,4.146669678263009473e+00,2.091150120841728591e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.650000000000001188e-01,2.429518163793645547e-01,-3.344474396326899246e+00,4.157403701646925853e+00,2.279533946899455626e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.690000000000001223e-01,2.453474015857846913e-01,-3.341321077557197761e+00,4.164735604410681802e+00,2.410794875708916277e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.750000000000001277e-01,2.489862468526831407e-01,-3.336431859915220510e+00,4.175990620368822626e+00,2.616331974471137328e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.810000000000001330e-01,2.526745848869313416e-01,-3.331348056852880823e+00,4.187545919168531583e+00,2.832394582536957445e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.870000000000001383e-01,2.564066111773602441e-01,-3.326065399727619720e+00,4.199391792733953466e+00,3.059133266025546721e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.930000000000001437e-01,2.601763738096721790e-01,-3.320579242125373920e+00,4.211518130574823715e+00,3.296675593943210192e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.990000000000001490e-01,2.639777322989697028e-01,-3.314884537668932651e+00,4.223914405043499798e+00,3.545123403925311278e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.030000000000001525e-01,2.665263888658106484e-01,-3.310969526434746513e+00,4.232323158447901079e+00,3.716851275598372778e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.090000000000001579e-01,2.703661066254784417e-01,-3.304914875811229891e+00,4.245144748803757473e+00,3.983621720286199819e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.150000000000001632e-01,2.742197625316125653e-01,-3.298636098491374735e+00,4.258206037760812634e+00,4.261419600110474132e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.210000000000001685e-01,2.780800866088136702e-01,-3.292126483490355415e+00,4.271494821482442639e+00,4.550224034759874775e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.270000000000001739e-01,2.819393458620498838e-01,-3.285378799735187094e+00,4.284998391809803131e+00,4.849971029409853168e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.330000000000001792e-01,2.857892605865438584e-01,-3.278385262293064262e+00,4.298703512609917787e+00,5.160548289905844688e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.370000000000001827e-01,2.883463023488443966e-01,-3.273582207831488233e+00,4.307945446125924782e+00,5.373536808025949907e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.430000000000001881e-01,2.921604457901494367e-01,-3.266159992800768297e+00,4.321955554881123263e+00,5.701764611630394386e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.490000000000001934e-01,2.959397071238987209e-01,-3.258468166324470783e+00,4.336129135339422014e+00,6.040239066860668415e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.550000000000001710e-01,2.996728493894746381e-01,-3.250496569946516701e+00,4.350450780088861436e+00,6.388612670636230340e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.610000000000001763e-01,3.033474835153388005e-01,-3.242234286931025000e+00,4.364904415451519526e+00,6.746452867358156136e-02
